[
County Code Residence,County Name,County Code Place of Work,County Name,Workers in Commuting Flow
72113,Ponce Municipio,72023,Cabo Rojo Municipio,54
72115,Quebradillas Municipio,72021,Bayamon Municipio,54
72133,Santa Isabel Municipio,72021,Bayamon Municipio,54
72141,Utuado Municipio,72001,Adjuntas Municipio,54
72153,Yauco Municipio,72081,Lares Municipio,54
72007,Aguas Buenas Municipio,72045,Comerio Municipio,53
72019,Barranquitas Municipio,72137,Toa Baja Municipio,53
72023,Cabo Rojo Municipio,72031,Carolina Municipio,53
72055,Guanica Municipio,72059,Guayanilla Municipio,53
72071,Isabela Municipio,72017,Barceloneta Municipio,53
72087,Loiza Municipio,72033,Catano Municipio,53
72105,Naranjito Municipio,72031,Carolina Municipio,53
72119,Rio Grande Municipio,72085,Las Piedras Municipio,53
72137,Toa Baja Municipio,72029,Canovanas Municipio,53
72137,Toa Baja Municipio,72105,Naranjito Municipio,53
72007,Aguas Buenas Municipio,72029,Canovanas Municipio,52
72013,Arecibo Municipio,72071,Isabela Municipio,52
72053,Fajardo Municipio,72025,Caguas Municipio,52
72053,Fajardo Municipio,72085,Las Piedras Municipio,52
72109,Patillas Municipio,72123,Salinas Municipio,52
72129,San Lorenzo Municipio,72007,Aguas Buenas Municipio,52
72005,Aguadilla Municipio,72017,Barceloneta Municipio,51
72029,Canovanas Municipio,72037,Ceiba Municipio,51
72043,Coamo Municipio,72125,San German Municipio,51
72061,Guaynabo Municipio,72119,Rio Grande Municipio,51
72063,Gurabo Municipio,72137,Toa Baja Municipio,51
72087,Loiza Municipio,72137,Toa Baja Municipio,51
72121,Sabana Grande Municipio,72111,Penuelas Municipio,51
72143,Vega Alta Municipio,72013,Arecibo Municipio,51
72021,Bayamon Municipio,,,50
72025,Caguas Municipio,72151,Yabucoa Municipio,50
72029,Canovanas Municipio,72033,Catano Municipio,50
72029,Canovanas Municipio,72089,Luquillo Municipio,50
72041,Cidra Municipio,72033,Catano Municipio,50
72051,Dorado Municipio,72085,Las Piedras Municipio,50
72053,Fajardo Municipio,72021,Bayamon Municipio,50
72063,Gurabo Municipio,72143,Vega Alta Municipio,50
72069,Humacao Municipio,72021,Bayamon Municipio,50
72107,Orocovis Municipio,72017,Barceloneta Municipio,50
72121,Sabana Grande Municipio,72127,San Juan Municipio,50
72127,San Juan Municipio,72089,Luquillo Municipio,50
72139,Trujillo Alto Municipio,72113,Ponce Municipio,50
72141,Utuado Municipio,72061,Guaynabo Municipio,50
72021,Bayamon Municipio,72101,Morovis Municipio,49
72031,Carolina Municipio,72075,Juana Diaz Municipio,49
72031,Carolina Municipio,72085,Las Piedras Municipio,49
72051,Dorado Municipio,72101,Morovis Municipio,49
72071,Isabela Municipio,72137,Toa Baja Municipio,49
72075,Juana Diaz Municipio,72025,Caguas Municipio,49
72081,Lares Municipio,72011,Anasco Municipio,49
72099,Moca Municipio,29189,St. Louis County,49
72129,San Lorenzo Municipio,72029,Canovanas Municipio,49
72133,Santa Isabel Municipio,72015,Arroyo Municipio,49
72075,Juana Diaz Municipio,72017,Barceloneta Municipio,48
72097,Mayaguez Municipio,72031,Carolina Municipio,48
72097,Mayaguez Municipio,72083,Las Marias Municipio,48
72101,Morovis Municipio,72141,Utuado Municipio,48
72111,Penuelas Municipio,72075,Juana Diaz Municipio,48
72111,Penuelas Municipio,72125,San German Municipio,48
72123,Salinas Municipio,72009,Aibonito Municipio,48
72129,San Lorenzo Municipio,72033,Catano Municipio,48
72139,Trujillo Alto Municipio,72053,Fajardo Municipio,48
72005,Aguadilla Municipio,72127,San Juan Municipio,47
72011,Anasco Municipio,72023,Cabo Rojo Municipio,47
72015,Arroyo Municipio,72069,Humacao Municipio,47
72041,Cidra Municipio,72019,Barranquitas Municipio,47
72045,Comerio Municipio,72007,Aguas Buenas Municipio,47
72053,Fajardo Municipio,72077,Juncos Municipio,47
72061,Guaynabo Municipio,,,47
72073,Jayuya Municipio,72075,Juana Diaz Municipio,47
72091,Manati Municipio,72141,Utuado Municipio,47
72099,Moca Municipio,72027,Camuy Municipio,47
72109,Patillas Municipio,72041,Cidra Municipio,47
72113,Ponce Municipio,72085,Las Piedras Municipio,47
72117,Rincon Municipio,72127,San Juan Municipio,47
72135,Toa Alta Municipio,72113,Ponce Municipio,47
72153,Yauco Municipio,72021,Bayamon Municipio,47
72035,Cayey Municipio,72129,San Lorenzo Municipio,46
72063,Gurabo Municipio,72117,Rincon Municipio,46
72111,Penuelas Municipio,72055,Guanica Municipio,46
72125,San German Municipio,72093,Maricao Municipio,46
72131,San Sebastian Municipio,72027,Camuy Municipio,46
72145,Vega Baja Municipio,72135,Toa Alta Municipio,46
72013,Arecibo Municipio,72101,Morovis Municipio,45
72037,Ceiba Municipio,72077,Juncos Municipio,45
72045,Comerio Municipio,72013,Arecibo Municipio,45
72053,Fajardo Municipio,72103,Naguabo Municipio,45
72057,Guayama Municipio,72063,Gurabo Municipio,45
72061,Guaynabo Municipio,72007,Aguas Buenas Municipio,45
72061,Guaynabo Municipio,72053,Fajardo Municipio,45
72061,Guaynabo Municipio,72063,Gurabo Municipio,45
72063,Gurabo Municipio,72123,Salinas Municipio,45
72067,Hormigueros Municipio,72113,Ponce Municipio,45
72071,Isabela Municipio,72033,Catano Municipio,45
72075,Juana Diaz Municipio,72021,Bayamon Municipio,45
72081,Lares Municipio,72099,Moca Municipio,45
72097,Mayaguez Municipio,72055,Guanica Municipio,45
72113,Ponce Municipio,72109,Patillas Municipio,45
72151,Yabucoa Municipio,5143,Washington County,45
72019,Barranquitas Municipio,72145,Vega Baja Municipio,44
72021,Bayamon Municipio,72069,Humacao Municipio,44
72021,Bayamon Municipio,72075,Juana Diaz Municipio,44
72025,Caguas Municipio,72075,Juana Diaz Municipio,44
72027,Camuy Municipio,72051,Dorado Municipio,44
72035,Cayey Municipio,72015,Arroyo Municipio,44
72051,Dorado Municipio,72039,Ciales Municipio,44
72057,Guayama Municipio,72043,Coamo Municipio,44
72063,Gurabo Municipio,72029,Canovanas Municipio,44
72085,Las Piedras Municipio,72029,Canovanas Municipio,44
72133,Santa Isabel Municipio,72061,Guaynabo Municipio,44
72137,Toa Baja Municipio,72113,Ponce Municipio,44
72141,Utuado Municipio,72033,Catano Municipio,44
72149,Villalba Municipio,72025,Caguas Municipio,44
72153,Yauco Municipio,72093,Maricao Municipio,44
72021,Bayamon Municipio,72089,Luquillo Municipio,43
72031,Carolina Municipio,72051,Dorado Municipio,43
72051,Dorado Municipio,72025,Caguas Municipio,43
72095,Maunabo Municipio,72061,Guaynabo Municipio,43
72105,Naranjito Municipio,72041,Cidra Municipio,43
72115,Quebradillas Municipio,72051,Dorado Municipio,43
72019,Barranquitas Municipio,72057,Guayama Municipio,42
72051,Dorado Municipio,72035,Cayey Municipio,42
72054,Florida Municipio,72081,Lares Municipio,42
72071,Isabela Municipio,72027,Camuy Municipio,42
72079,Lajas Municipio,72127,San Juan Municipio,42
72091,Manati Municipio,72005,Aguadilla Municipio,42
72097,Mayaguez Municipio,72117,Rincon Municipio,42
72103,Naguabo Municipio,72135,Toa Alta Municipio,42
72109,Patillas Municipio,72031,Carolina Municipio,42
72149,Villalba Municipio,72153,Yauco Municipio,42
72017,Barceloneta Municipio,72071,Isabela Municipio,41
72031,Carolina Municipio,72017,Barceloneta Municipio,41
72031,Carolina Municipio,72129,San Lorenzo Municipio,41
72035,Cayey Municipio,72045,Comerio Municipio,41
72045,Comerio Municipio,72009,Aibonito Municipio,41
72057,Guayama Municipio,72021,Bayamon Municipio,41
72063,Gurabo Municipio,72151,Yabucoa Municipio,41
72091,Manati Municipio,72033,Catano Municipio,41
72091,Manati Municipio,72071,Isabela Municipio,41
72101,Morovis Municipio,72065,Hatillo Municipio,41
72103,Naguabo Municipio,72021,Bayamon Municipio,41
72107,Orocovis Municipio,72149,Villalba Municipio,41
72109,Patillas Municipio,72151,Yabucoa Municipio,41
72113,Ponce Municipio,72081,Lares Municipio,41
72121,Sabana Grande Municipio,72005,Aguadilla Municipio,41
72003,Aguada Municipio,72063,Gurabo Municipio,40
72011,Anasco Municipio,72131,San Sebastian Municipio,40
72019,Barranquitas Municipio,72047,Corozal Municipio,40
72027,Camuy Municipio,72011,Anasco Municipio,40
72043,Coamo Municipio,72061,Guaynabo Municipio,40
72047,Corozal Municipio,72025,Caguas Municipio,40
72051,Dorado Municipio,72047,Corozal Municipio,40
72067,Hormigueros Municipio,72071,Isabela Municipio,40
72069,Humacao Municipio,72113,Ponce Municipio,40
72077,Juncos Municipio,72007,Aguas Buenas Municipio,40
72079,Lajas Municipio,72067,Hormigueros Municipio,40
72081,Lares Municipio,72005,Aguadilla Municipio,40
72085,Las Piedras Municipio,72139,Trujillo Alto Municipio,40
72097,Mayaguez Municipio,72061,Guaynabo Municipio,40
72097,Mayaguez Municipio,72131,San Sebastian Municipio,40
72107,Orocovis Municipio,72039,Ciales Municipio,40
72131,San Sebastian Municipio,72025,Caguas Municipio,40
72151,Yabucoa Municipio,72037,Ceiba Municipio,40
72007,Aguas Buenas Municipio,72051,Dorado Municipio,39
72021,Bayamon Municipio,72037,Ceiba Municipio,39
72027,Camuy Municipio,72153,Yauco Municipio,39
72031,Carolina Municipio,72097,Mayaguez Municipio,39
72059,Guayanilla Municipio,72023,Cabo Rojo Municipio,39
72069,Humacao Municipio,72095,Maunabo Municipio,39
72079,Lajas Municipio,72059,Guayanilla Municipio,39
72097,Mayaguez Municipio,72079,Lajas Municipio,39
72113,Ponce Municipio,72055,Guanica Municipio,39
72145,Vega Baja Municipio,34029,Ocean County,39
72007,Aguas Buenas Municipio,72137,Toa Baja Municipio,38
72033,Catano Municipio,72143,Vega Alta Municipio,38
72039,Ciales Municipio,72143,Vega Alta Municipio,38
72053,Fajardo Municipio,72049,Culebra Municipio,38
72081,Lares Municipio,72051,Dorado Municipio,38
72101,Morovis Municipio,72105,Naranjito Municipio,38
72109,Patillas Municipio,72021,Bayamon Municipio,38
72115,Quebradillas Municipio,72029,Canovanas Municipio,38
72129,San Lorenzo Municipio,72051,Dorado Municipio,38
72131,San Sebastian Municipio,72093,Maricao Municipio,38
72133,Santa Isabel Municipio,72151,Yabucoa Municipio,38
72135,Toa Alta Municipio,72097,Mayaguez Municipio,38
72013,Arecibo Municipio,72035,Cayey Municipio,37
72021,Bayamon Municipio,72041,Cidra Municipio,37
72021,Bayamon Municipio,72107,Orocovis Municipio,37
72027,Camuy Municipio,72141,Utuado Municipio,37
72033,Catano Municipio,72017,Barceloneta Municipio,37
72051,Dorado Municipio,72139,Trujillo Alto Municipio,37
72061,Guaynabo Municipio,72041,Cidra Municipio,37
72065,Hatillo Municipio,72057,Guayama Municipio,37
72075,Juana Diaz Municipio,72055,Guanica Municipio,37
72077,Juncos Municipio,72041,Cidra Municipio,37
72107,Orocovis Municipio,72145,Vega Baja Municipio,37
72137,Toa Baja Municipio,72047,Corozal Municipio,37
72153,Yauco Municipio,72149,Villalba Municipio,37
72001,Adjuntas Municipio,72121,Sabana Grande Municipio,36
72011,Anasco Municipio,72093,Maricao Municipio,36
72033,Catano Municipio,72135,Toa Alta Municipio,36
72039,Ciales Municipio,72054,Florida Municipio,36
72041,Cidra Municipio,72113,Ponce Municipio,36
72057,Guayama Municipio,72069,Humacao Municipio,36
72061,Guaynabo Municipio,12086,Miami-Dade County,36
72061,Guaynabo Municipio,72147,Vieques Municipio,36
72065,Hatillo Municipio,72003,Aguada Municipio,36
72069,Humacao Municipio,72041,Cidra Municipio,36
72075,Juana Diaz Municipio,72073,Jayuya Municipio,36
72131,San Sebastian Municipio,72065,Hatillo Municipio,36
72133,Santa Isabel Municipio,72153,Yauco Municipio,36
72153,Yauco Municipio,72057,Guayama Municipio,36
72005,Aguadilla Municipio,72027,Camuy Municipio,35
72025,Caguas Municipio,72119,Rio Grande Municipio,35
72027,Camuy Municipio,72025,Caguas Municipio,35
72045,Comerio Municipio,72051,Dorado Municipio,35
72063,Gurabo Municipio,72125,San German Municipio,35
72077,Juncos Municipio,72119,Rio Grande Municipio,35
72111,Penuelas Municipio,72097,Mayaguez Municipio,35
72127,San Juan Municipio,12086,Miami-Dade County,35
72133,Santa Isabel Municipio,72097,Mayaguez Municipio,35
72145,Vega Baja Municipio,72039,Ciales Municipio,35
72149,Villalba Municipio,72023,Cabo Rojo Municipio,35
72007,Aguas Buenas Municipio,72139,Trujillo Alto Municipio,34
72019,Barranquitas Municipio,72041,Cidra Municipio,34
72039,Ciales Municipio,72061,Guaynabo Municipio,34
72051,Dorado Municipio,72063,Gurabo Municipio,34
72061,Guaynabo Municipio,72069,Humacao Municipio,34
72065,Hatillo Municipio,72123,Salinas Municipio,34
72067,Hormigueros Municipio,72011,Anasco Municipio,34
72073,Jayuya Municipio,72017,Barceloneta Municipio,34
72077,Juncos Municipio,72103,Naguabo Municipio,34
72077,Juncos Municipio,72113,Ponce Municipio,34
72103,Naguabo Municipio,72051,Dorado Municipio,34
72105,Naranjito Municipio,72107,Orocovis Municipio,34
72117,Rincon Municipio,72013,Arecibo Municipio,34
72121,Sabana Grande Municipio,72031,Carolina Municipio,34
72127,San Juan Municipio,72019,Barranquitas Municipio,34
72131,San Sebastian Municipio,72115,Quebradillas Municipio,34
72137,Toa Baja Municipio,72041,Cidra Municipio,34
72139,Trujillo Alto Municipio,72075,Juana Diaz Municipio,34
72145,Vega Baja Municipio,12095,Orange County,34
72145,Vega Baja Municipio,72077,Juncos Municipio,34
72153,Yauco Municipio,72067,Hormigueros Municipio,34
72011,Anasco Municipio,72115,Quebradillas Municipio,33
72013,Arecibo Municipio,72025,Caguas Municipio,33
72033,Catano Municipio,72025,Caguas Municipio,33
72059,Guayanilla Municipio,72057,Guayama Municipio,33
72065,Hatillo Municipio,72061,Guaynabo Municipio,33
72071,Isabela Municipio,72081,Lares Municipio,33
72091,Manati Municipio,72077,Juncos Municipio,33
72101,Morovis Municipio,72019,Barranquitas Municipio,33
72107,Orocovis Municipio,72025,Caguas Municipio,33
72115,Quebradillas Municipio,72127,San Juan Municipio,33
72123,Salinas Municipio,72059,Guayanilla Municipio,33
72127,San Juan Municipio,72037,Ceiba Municipio,33
72137,Toa Baja Municipio,72059,Guayanilla Municipio,33
72139,Trujillo Alto Municipio,72041,Cidra Municipio,33
72141,Utuado Municipio,72137,Toa Baja Municipio,33
72145,Vega Baja Municipio,72035,Cayey Municipio,33
72007,Aguas Buenas Municipio,72063,Gurabo Municipio,32
72023,Cabo Rojo Municipio,72013,Arecibo Municipio,32
72025,Caguas Municipio,48201,Harris County,32
72027,Camuy Municipio,72061,Guaynabo Municipio,32
72031,Carolina Municipio,,,32
72047,Corozal Municipio,72039,Ciales Municipio,32
72057,Guayama Municipio,72095,Maunabo Municipio,32
72061,Guaynabo Municipio,72113,Ponce Municipio,32
72063,Gurabo Municipio,72057,Guayama Municipio,32
72065,Hatillo Municipio,72021,Bayamon Municipio,32
72085,Las Piedras Municipio,72145,Vega Baja Municipio,32
72091,Manati Municipio,72097,Mayaguez Municipio,32
72093,Maricao Municipio,72113,Ponce Municipio,32
72093,Maricao Municipio,72127,San Juan Municipio,32
72105,Naranjito Municipio,72033,Catano Municipio,32
72111,Penuelas Municipio,12103,Pinellas County,32
72127,San Juan Municipio,72133,Santa Isabel Municipio,32
72127,San Juan Municipio,72141,Utuado Municipio,32
72137,Toa Baja Municipio,72057,Guayama Municipio,32
72143,Vega Alta Municipio,72069,Humacao Municipio,32
72145,Vega Baja Municipio,72069,Humacao Municipio,32
72149,Villalba Municipio,72009,Aibonito Municipio,32
72015,Arroyo Municipio,72041,Cidra Municipio,31
72021,Bayamon Municipio,72005,Aguadilla Municipio,31
72027,Camuy Municipio,72031,Carolina Municipio,31
72027,Camuy Municipio,72033,Catano Municipio,31
72031,Carolina Municipio,72013,Arecibo Municipio,31
72043,Coamo Municipio,72041,Cidra Municipio,31
72069,Humacao Municipio,72033,Catano Municipio,31
72071,Isabela Municipio,72051,Dorado Municipio,31
72077,Juncos Municipio,72033,Catano Municipio,31
72077,Juncos Municipio,72137,Toa Baja Municipio,31
72097,Mayaguez Municipio,18157,Tippecanoe County,31
72097,Mayaguez Municipio,72135,Toa Alta Municipio,31
72113,Ponce Municipio,72033,Catano Municipio,31
72113,Ponce Municipio,72071,Isabela Municipio,31
72129,San Lorenzo Municipio,72057,Guayama Municipio,31
72139,Trujillo Alto Municipio,72007,Aguas Buenas Municipio,31
72149,Villalba Municipio,72061,Guaynabo Municipio,31
72021,Bayamon Municipio,72071,Isabela Municipio,30
72025,Caguas Municipio,72143,Vega Alta Municipio,30
72031,Carolina Municipio,72005,Aguadilla Municipio,30
72035,Cayey Municipio,72097,Mayaguez Municipio,30
72067,Hormigueros Municipio,72005,Aguadilla Municipio,30
72071,Isabela Municipio,72141,Utuado Municipio,30
72079,Lajas Municipio,72075,Juana Diaz Municipio,30
72079,Lajas Municipio,72133,Santa Isabel Municipio,30
72089,Luquillo Municipio,72037,Ceiba Municipio,30
72091,Manati Municipio,72069,Humacao Municipio,30
72099,Moca Municipio,72121,Sabana Grande Municipio,30
72109,Patillas Municipio,72133,Santa Isabel Municipio,30
72117,Rincon Municipio,72067,Hormigueros Municipio,30
72127,San Juan Municipio,72075,Juana Diaz Municipio,30
72129,San Lorenzo Municipio,72119,Rio Grande Municipio,30
72135,Toa Alta Municipio,72077,Juncos Municipio,30
72141,Utuado Municipio,72097,Mayaguez Municipio,30
72153,Yauco Municipio,72011,Anasco Municipio,30
72009,Aibonito Municipio,72075,Juana Diaz Municipio,29
72017,Barceloneta Municipio,72107,Orocovis Municipio,29
72029,Canovanas Municipio,,,29
72059,Guayanilla Municipio,72033,Catano Municipio,29
72061,Guaynabo Municipio,9001,Fairfield County,29
72069,Humacao Municipio,72123,Salinas Municipio,29
72075,Juana Diaz Municipio,72023,Cabo Rojo Municipio,29
72077,Juncos Municipio,72035,Cayey Municipio,29
72079,Lajas Municipio,72005,Aguadilla Municipio,29
72081,Lares Municipio,72033,Catano Municipio,29
72081,Lares Municipio,72063,Gurabo Municipio,29
72083,Las Marias Municipio,72011,Anasco Municipio,29
72113,Ponce Municipio,72005,Aguadilla Municipio,29
72113,Ponce Municipio,72047,Corozal Municipio,29
72113,Ponce Municipio,72079,Lajas Municipio,29
72117,Rincon Municipio,72039,Ciales Municipio,29
72119,Rio Grande Municipio,72063,Gurabo Municipio,29
72127,San Juan Municipio,72103,Naguabo Municipio,29
72133,Santa Isabel Municipio,72099,Moca Municipio,29
72137,Toa Baja Municipio,72005,Aguadilla Municipio,29
72137,Toa Baja Municipio,72053,Fajardo Municipio,29
72153,Yauco Municipio,23005,Cumberland County,29
72001,Adjuntas Municipio,72071,Isabela Municipio,28
72001,Adjuntas Municipio,72123,Salinas Municipio,28
72001,Adjuntas Municipio,72153,Yauco Municipio,28
72019,Barranquitas Municipio,72123,Salinas Municipio,28
72031,Carolina Municipio,72135,Toa Alta Municipio,28
72043,Coamo Municipio,72021,Bayamon Municipio,28
72061,Guaynabo Municipio,72089,Luquillo Municipio,28
72065,Hatillo Municipio,72083,Las Marias Municipio,28
72081,Lares Municipio,72113,Ponce Municipio,28
72105,Naranjito Municipio,72101,Morovis Municipio,28
72111,Penuelas Municipio,72001,Adjuntas Municipio,28
72111,Penuelas Municipio,72121,Sabana Grande Municipio,28
72113,Ponce Municipio,72013,Arecibo Municipio,28
72113,Ponce Municipio,72077,Juncos Municipio,28
72113,Ponce Municipio,72141,Utuado Municipio,28
72115,Quebradillas Municipio,72113,Ponce Municipio,28
72127,San Juan Municipio,36061,New York County,28
72127,San Juan Municipio,42101,Philadelphia County,28
72133,Santa Isabel Municipio,72037,Ceiba Municipio,28
72133,Santa Isabel Municipio,72111,Penuelas Municipio,28
72135,Toa Alta Municipio,72141,Utuado Municipio,28
72137,Toa Baja Municipio,36081,Queens County,28
72145,Vega Baja Municipio,72005,Aguadilla Municipio,28
72151,Yabucoa Municipio,72113,Ponce Municipio,28
72009,Aibonito Municipio,72123,Salinas Municipio,27
72015,Arroyo Municipio,72005,Aguadilla Municipio,27
72027,Camuy Municipio,72003,Aguada Municipio,27
72035,Cayey Municipio,72007,Aguas Buenas Municipio,27
72037,Ceiba Municipio,72057,Guayama Municipio,27
72045,Comerio Municipio,72047,Corozal Municipio,27
72047,Corozal Municipio,72145,Vega Baja Municipio,27
72057,Guayama Municipio,72119,Rio Grande Municipio,27
72063,Gurabo Municipio,72007,Aguas Buenas Municipio,27
72097,Mayaguez Municipio,72001,Adjuntas Municipio,27
72119,Rio Grande Municipio,72137,Toa Baja Municipio,27
72121,Sabana Grande Municipio,72131,San Sebastian Municipio,27
72137,Toa Baja Municipio,72119,Rio Grande Municipio,27
72139,Trujillo Alto Municipio,19077,Guthrie County,27
72143,Vega Alta Municipio,72005,Aguadilla Municipio,27
72009,Aibonito Municipio,72045,Comerio Municipio,26
72021,Bayamon Municipio,72125,San German Municipio,26
72029,Canovanas Municipio,72085,Las Piedras Municipio,26
72031,Carolina Municipio,72091,Manati Municipio,26
72065,Hatillo Municipio,72139,Trujillo Alto Municipio,26
72067,Hormigueros Municipio,72121,Sabana Grande Municipio,26
72075,Juana Diaz Municipio,72111,Penuelas Municipio,26
72075,Juana Diaz Municipio,72137,Toa Baja Municipio,26
72085,Las Piedras Municipio,72057,Guayama Municipio,26
72091,Manati Municipio,72065,Hatillo Municipio,26
72097,Mayaguez Municipio,72043,Coamo Municipio,26
72097,Mayaguez Municipio,72063,Gurabo Municipio,26
72105,Naranjito Municipio,72009,Aibonito Municipio,26
72119,Rio Grande Municipio,72143,Vega Alta Municipio,26
72127,San Juan Municipio,72123,Salinas Municipio,26
72129,San Lorenzo Municipio,72037,Ceiba Municipio,26
72139,Trujillo Alto Municipio,72145,Vega Baja Municipio,26
72021,Bayamon Municipio,72057,Guayama Municipio,25
72021,Bayamon Municipio,72059,Guayanilla Municipio,25
72023,Cabo Rojo Municipio,72003,Aguada Municipio,25
72023,Cabo Rojo Municipio,72127,San Juan Municipio,25
72033,Catano Municipio,72113,Ponce Municipio,25
72061,Guaynabo Municipio,72135,Toa Alta Municipio,25
72067,Hormigueros Municipio,72117,Rincon Municipio,25
72069,Humacao Municipio,72029,Canovanas Municipio,25
72103,Naguabo Municipio,72129,San Lorenzo Municipio,25
72113,Ponce Municipio,72069,Humacao Municipio,25
72127,San Juan Municipio,72043,Coamo Municipio,25
72127,San Juan Municipio,72099,Moca Municipio,25
72127,San Juan Municipio,72105,Naranjito Municipio,25
72143,Vega Alta Municipio,72029,Canovanas Municipio,25
72151,Yabucoa Municipio,72035,Cayey Municipio,25
72013,Arecibo Municipio,72063,Gurabo Municipio,24
72017,Barceloneta Municipio,72023,Cabo Rojo Municipio,24
72021,Bayamon Municipio,72063,Gurabo Municipio,24
72027,Camuy Municipio,72001,Adjuntas Municipio,24
72031,Carolina Municipio,72153,Yauco Municipio,24
72033,Catano Municipio,72091,Manati Municipio,24
72035,Cayey Municipio,72137,Toa Baja Municipio,24
72051,Dorado Municipio,72071,Isabela Municipio,24
72059,Guayanilla Municipio,72125,San German Municipio,24
72061,Guaynabo Municipio,72017,Barceloneta Municipio,24
72071,Isabela Municipio,72105,Naranjito Municipio,24
72095,Maunabo Municipio,72031,Carolina Municipio,24
72095,Maunabo Municipio,72085,Las Piedras Municipio,24
72095,Maunabo Municipio,72129,San Lorenzo Municipio,24
72099,Moca Municipio,72067,Hormigueros Municipio,24
72101,Morovis Municipio,72135,Toa Alta Municipio,24
72105,Naranjito Municipio,72143,Vega Alta Municipio,24
72117,Rincon Municipio,72113,Ponce Municipio,24
72127,San Juan Municipio,72045,Comerio Municipio,24
72131,San Sebastian Municipio,72067,Hormigueros Municipio,24
72139,Trujillo Alto Municipio,72057,Guayama Municipio,24
72143,Vega Alta Municipio,72107,Orocovis Municipio,24
72005,Aguadilla Municipio,72021,Bayamon Municipio,23
72009,Aibonito Municipio,72057,Guayama Municipio,23
72011,Anasco Municipio,72061,Guaynabo Municipio,23
72017,Barceloneta Municipio,72053,Fajardo Municipio,23
72019,Barranquitas Municipio,72031,Carolina Municipio,23
72031,Carolina Municipio,12031,Duval County,23
72033,Catano Municipio,72097,Mayaguez Municipio,23
72033,Catano Municipio,72145,Vega Baja Municipio,23
72041,Cidra Municipio,72137,Toa Baja Municipio,23
72045,Comerio Municipio,72145,Vega Baja Municipio,23
72057,Guayama Municipio,72001,Adjuntas Municipio,23
72061,Guaynabo Municipio,72133,Santa Isabel Municipio,23
72081,Lares Municipio,72137,Toa Baja Municipio,23
72083,Las Marias Municipio,72099,Moca Municipio,23
72103,Naguabo Municipio,72091,Manati Municipio,23
72121,Sabana Grande Municipio,36005,Bronx County,23
72127,San Juan Municipio,48293,Limestone County,23
72131,San Sebastian Municipio,72031,Carolina Municipio,23
72145,Vega Baja Municipio,72025,Caguas Municipio,23
72003,Aguada Municipio,72065,Hatillo Municipio,22
72013,Arecibo Municipio,72083,Las Marias Municipio,22
72019,Barranquitas Municipio,72033,Catano Municipio,22
72021,Bayamon Municipio,72141,Utuado Municipio,22
72023,Cabo Rojo Municipio,72071,Isabela Municipio,22
72025,Caguas Municipio,72003,Aguada Municipio,22
72027,Camuy Municipio,72047,Corozal Municipio,22
72043,Coamo Municipio,72077,Juncos Municipio,22
72043,Coamo Municipio,72105,Naranjito Municipio,22
72053,Fajardo Municipio,72139,Trujillo Alto Municipio,22
72057,Guayama Municipio,72033,Catano Municipio,22
72057,Guayama Municipio,72051,Dorado Municipio,22
72065,Hatillo Municipio,72051,Dorado Municipio,22
72069,Humacao Municipio,72137,Toa Baja Municipio,22
72091,Manati Municipio,72075,Juana Diaz Municipio,22
72091,Manati Municipio,72137,Toa Baja Municipio,22
72103,Naguabo Municipio,72057,Guayama Municipio,22
72107,Orocovis Municipio,72139,Trujillo Alto Municipio,22
72109,Patillas Municipio,72113,Ponce Municipio,22
72111,Penuelas Municipio,72023,Cabo Rojo Municipio,22
72113,Ponce Municipio,72139,Trujillo Alto Municipio,22
72119,Rio Grande Municipio,72131,San Sebastian Municipio,22
72123,Salinas Municipio,72121,Sabana Grande Municipio,22
72125,San German Municipio,72031,Carolina Municipio,22
72125,San German Municipio,72071,Isabela Municipio,22
72131,San Sebastian Municipio,72023,Cabo Rojo Municipio,22
72135,Toa Alta Municipio,72119,Rio Grande Municipio,22
72137,Toa Baja Municipio,72007,Aguas Buenas Municipio,22
72143,Vega Alta Municipio,72087,Loiza Municipio,22
72143,Vega Alta Municipio,72139,Trujillo Alto Municipio,22
72151,Yabucoa Municipio,72041,Cidra Municipio,22
72005,Aguadilla Municipio,72091,Manati Municipio,21
72005,Aguadilla Municipio,72093,Maricao Municipio,21
72017,Barceloneta Municipio,72033,Catano Municipio,21
72029,Canovanas Municipio,72091,Manati Municipio,21
72031,Carolina Municipio,12086,Miami-Dade County,21
72031,Carolina Municipio,72007,Aguas Buenas Municipio,21
72037,Ceiba Municipio,72085,Las Piedras Municipio,21
72039,Ciales Municipio,72119,Rio Grande Municipio,21
72041,Cidra Municipio,72139,Trujillo Alto Municipio,21
72043,Coamo Municipio,22115,Vernon Parish,21
72045,Comerio Municipio,72077,Juncos Municipio,21
72047,Corozal Municipio,72013,Arecibo Municipio,21
72051,Dorado Municipio,72011,Anasco Municipio,21
72057,Guayama Municipio,72075,Juana Diaz Municipio,21
72063,Gurabo Municipio,72119,Rio Grande Municipio,21
72065,Hatillo Municipio,72113,Ponce Municipio,21
72069,Humacao Municipio,72153,Yauco Municipio,21
72071,Isabela Municipio,72061,Guaynabo Municipio,21
72081,Lares Municipio,72031,Carolina Municipio,21
72085,Las Piedras Municipio,72123,Salinas Municipio,21
72091,Manati Municipio,72113,Ponce Municipio,21
72095,Maunabo Municipio,72113,Ponce Municipio,21
